Date,Close,High,Low,Open,Volume
2018-01-02,40.34189224243164,40.35126191884801,39.63931659755379,39.850091435107856,102223600
2018-01-03,40.334869384765625,40.878196300607264,40.271640145539465,40.40512766850166,118071600
2018-01-04,40.522212982177734,40.62525796148265,40.29973145330602,40.407457696409296,89738400
2018-01-05,40.98357391357422,41.070223754905165,40.526900518948345,40.61823519787352,94640000
2018-01-08,40.83134841918945,41.126428848864556,40.73298470248056,40.83134841918945,82271200
2018-01-09,40.82666015625,40.997619183214475,40.61120411200408,40.8781826422092,86336000
2018-01-10,40.817291259765625,40.81963546502523,40.51518538041785,40.55265692973523,95839600
2018-01-11,41.04914474487305,41.0983266027859,40.86413476669079,40.887551806210006,74670800
2018-01-12,41.47303009033203,41.53626288466178,41.1357932852183,41.25991466856103,101672400
2018-01-16,41.26226043701172,42.01167360260789,41.25055013043537,41.662726478142304,118263600
2018-01-17,41.94376754760742,41.97889490055717,40.99997454785581,41.252898636063065,137547200
2018-01-18,41.98123550415039,42.177959400987746,41.74470298965363,42.00699675412406,124773600
2018-01-19,41.793880462646484,42.056174199536976,41.54797829756957,41.82900781187855,129700400
2018-01-22,41.45195770263672,41.63462706087131,41.35828239145941,41.52221597276173,108434400
2018-01-23,41.46132278442383,42.023385358113266,41.409803865982504,41.5222149513268,130756400
2018-01-24,40.8009033203125,41.52221462816889,40.56202663901651,41.510504321279925,204420400
2018-01-25,40.07257080078125,40.9718667190559,39.93673908810159,40.86882172505862,166116000
2018-01-26,40.16624069213867,40.28099597876492,39.82666324306097,40.28099597876492,156572000
2018-01-29,39.334877014160156,39.850098530780215,39.12644634533947,39.850098530780215,202561600
2018-01-30,39.103023529052734,39.196698863731754,38.571406892362646,38.765786606632325,184192800
2018-01-31,39.21073532104492,39.44727134997662,38.99293864030814,39.07958847154962,129915600
2018-02-01,39.29270935058594,39.48942965217391,39.05383265666675,39.149852175352834,188923200
2018-02-02,37.58779525756836,39.063204758076324,37.49411993865664,38.87585054676852,346375200
2018-02-05,36.64867401123047,38.37935117314193,36.53391874921812,37.259914717858635,290954000
2018-02-06,38.180294036865234,38.341886972498564,36.065542082454556,36.259921731587134,272975200
2018-02-07,37.362972259521484,38.26695309063286,37.25290535970743,38.194354177070885,206434400
2018-02-08,36.33486557006836,37.70488937746302,36.30676369044482,37.538611584893964,217562000
2018-02-09,36.779293060302734,37.12730914186198,35.32843847604352,36.93449073015276,282690400
2018-02-12,38.26072311401367,38.53819451209446,37.037957340347475,37.27075387708362,243278000
2018-02-13,38.644004821777344,38.740415822437974,38.0114596737139,38.08200439585714,130196800
2018-02-14,39.356502532958984,39.396477041902536,38.3006961328428,38.338316878401834,162579600
2018-02-15,40.678016662597656,40.70152917267764,39.73978032072299,39.925544578981956,204588800
2018-02-16,40.546329498291016,41.10833335816185,40.39113545779487,40.52987110086758,160704400
2018-02-20,40.40996170043945,40.97666251869846,40.30884675397618,40.45699032267764,135722000
2018-02-21,40.226539611816406,40.9437340323257,40.212427798685475,40.64039642899439,149886400
2018-02-22,40.562801361083984,40.903763321580946,40.37703706692749,40.39819940650478,123967600
2018-02-23,41.26824188232422,41.30351244871162,40.807352815892024,40.83792303213014,135249600
2018-02-26,42.08420181274414,42.18296298826137,41.43519826446505,41.46811865630413,152648800
2018-02-27,41.94782257080078,42.43927834665941,41.89373983071523,42.11477831809199,155712400
2018-02-28,41.88432312011719,42.4721897868067,41.867864719237645,42.15239017660547,151128400
2018-03-01,41.150665283203125,42.27466602503721,40.60042296283479,41.9830828764742,195208000
2018-03-02,41.435203552246094,41.45636589511752,40.55104962192992,40.63335240605755,153816000
2018-03-05,41.57863235473633,41.79496684206314,41.037794342392736,41.200046104901126,113605600
2018-03-06,41.54336929321289,41.91490152976552,41.416391647125984,41.83495250859769,95154000
2018-03-07,41.157718658447266,41.35054063744195,40.979008492690134,41.136556320670735,126814000
2018-03-08,41.60686492919922,41.64918962031567,41.1671416716795,41.26354910857402,95096400
2018-03-09,42.32170104980469,42.32640498834735,41.71267197249416,41.84670731055642,128740800
2018-03-12,42.73085021972656,42.88839804722147,42.37578006415326,42.39458863897228,128828400
2018-03-13,42.31934356689453,43.14941096767531,42.14768751429382,42.93542665160748,126774000
2018-03-14,41.95957565307617,42.44868119552501,41.811432091203834,42.401652575454754,117473600
2018-03-15,42.00895690917969,42.38284289256637,41.87257497940292,41.973686339074305,90975200
2018-03-16,41.86081314086914,42.119472337041785,41.766752315671596,42.008953109968175,157618800
2018-03-19,41.22121810913086,41.731486028476525,40.83557765640605,41.696215457943815,133787200
2018-03-20,41.20710372924805,41.57393196024154,41.136559010660044,41.20710372924805,78597600
2018-03-21,40.27356719970703,41.17182552464226,40.2712134368852,41.16006747469234,148219600
2018-03-22,39.70450973510742,40.60511816653753,39.64572307786744,39.97492692319023,165963200
2018-03-23,38.785091400146484,39.95612078420119,38.785091400146484,39.59634667471418,164115200
2018-03-26,40.626285552978516,40.703884373895896,39.13780690749702,39.52109707468055,150164800
2018-03-27,39.58460235595703,41.185951121944235,39.250694407241966,40.8402851183196,163690400
2018-03-28,39.1472282409668,39.97964970924838,38.843890525339965,39.328292235285254,166674000
2018-03-29,39.45290756225586,40.386440118710794,39.24597734680386,39.45996167523232,153594000
2018-04-02,39.194252014160156,39.7256858766554,38.67457979286387,39.184847724476676,150347200
2018-04-03,39.596351623535156,39.681004576821195,38.77098802003664,39.41999160319373,121112000
2018-04-04,40.353519439697266,40.44757667074519,38.7451171076255,38.77098338437168,138422000
2018-04-05,40.633358001708984,40.96961612270819,40.46405205931421,40.58162543108533,107732800
2018-04-06,39.59400177001953,40.55810106955422,39.55167349900567,40.20303085074771,140021200
2018-04-09,39.98670196533203,40.7015464424133,39.939673337164926,39.94672745198727,116070800
2018-04-10,40.73917007446289,40.91553011807529,40.33471742073413,40.68038339325876,113634400
2018-04-11,40.54869079589844,40.89670684951467,40.374680975063676,40.499308418346246,89726400
2018-04-12,40.94843292236328,41.15065916234032,40.689770200978906,40.77677689165514,91557200
2018-04-13,41.08717727661133,41.3481902278494,40.880250643703896,41.09893532790292,100497200
2018-04-16,41.343502044677734,41.43050519134326,41.11070547758743,41.15773410854029,86313600
2018-04-17,41.91254806518555,42.07715003351195,41.4822291842405,41.50104135034263,106421600
2018-04-18,41.81850051879883,42.04894693571354,41.592761629972316,41.81144640277643,83018000
2018-04-19,40.633358001708984,41.24238720635028,40.600437601135255,40.859096866198975,139235200
2018-04-20,38.96851348876953,40.261820407726134,38.900318932823346,40.11603059413015,261964400
2018-04-23,38.85564422607422,39.25068898244387,38.585223352747136,39.22952663936423,146062000
2018-04-24,38.31480026245117,39.11194735682978,37.91034768951034,38.95674968831802,134768000
2018-04-25,38.48175811767578,38.89796880402129,38.19017849013432,38.23955729051611,113528400
2018-04-26,38.615787506103516,38.97085769595813,38.41591139583521,38.592271403229525,111852000
2018-04-27,38.16900634765625,38.641649827377975,37.771607930930294,38.56405100150369,142623200
2018-04-30,38.86033630371094,39.33062963053425,38.05613514540948,38.12432968710872,169709600
2018-05-01,39.76329803466797,39.786810545703396,38.86268597798759,39.13075300255163,214277600
2018-05-02,41.51985549926758,41.7973268894039,40.868498120583496,41.20475618707623,266157600
2018-05-03,41.595096588134766,41.73853620820341,41.01898793273085,41.357599730142326,136272800
2018-05-04,43.22702407836914,43.32578527502384,41.8960927170644,41.91490488614925,224805200
2018-05-07,43.53976821899414,44.12998520374865,43.4433572011495,43.544468570068815,169805600
2018-05-08,43.74903106689453,43.78900556327997,43.18938094139274,43.49977621410719,113611200
2018-05-09,44.05707931518555,44.066483603045754,43.5538655954105,43.86661109054945,92844800
2018-05-10,44.6872673034668,44.764866127693075,44.1252669595732,44.14643288476444,111957200
2018-05-11,44.51730728149414,44.86430604769044,44.24820656504485,44.729757490410215,104848800
2018-05-14,44.4134521484375,44.739207039830816,44.3449982374365,44.61645824567123,83115200
2018-05-15,44.009803771972656,44.15851859124368,43.69349302796125,44.090061076831134,94780800
2018-05-16,44.420536041259766,44.48663432032754,43.905941254389596,43.92246672462898,76732400
2018-05-17,44.13962173461914,44.59284378081832,43.99090695628131,44.378034345861145,69176000
2018-05-18,43.97911071777344,44.33319083661362,43.936622832419445,44.186838873430894,73190800
2018-05-21,44.29069900512695,44.6778264231584,44.12074027507521,44.37803760738811,73603200
2018-05-22,44.17975997924805,44.585772159242794,44.09005852495706,44.46774544649757,60962800
2018-05-23,44.46302032470703,44.49606765793709,43.84928001970395,43.98855426864203,80233600
2018-05-24,44.4134521484375,44.57632959413416,43.95551151224936,44.55980772674339,92936000
2018-05-25,44.514949798583984,44.76752505903052,44.295418267574824,44.43232966932365,69844000
2018-05-29,44.35444259643555,44.555089473229884,44.11130782679905,44.2836294416986,90056400
2018-05-30,44.2600212097168,44.37804793294271,44.090062440120306,44.31195325608738,74762000
2018-05-31,44.111305236816406,44.432338059704065,43.93898723392432,44.19392538167832,109931200
2018-06-01,44.90681457519531,44.91153305135482,44.31904012321889,44.375694254144754,93770000
2018-06-04,45.282127380371094,45.657451448657845,45.16882274882759,45.23727665487343,105064800
2018-06-05,45.63147735595703,45.78019213484728,45.40722737003066,45.5748268511521,86264000
2018-06-06,45.78964614868164,45.81325293388397,45.30337662938726,45.70702960425292,83734400
2018-06-07,45.666893005371094,45.8415702186734,45.4025107442856,45.827407590772026,85388800
2018-06-08,45.25144958496094,45.32226634650537,44.79586811569759,45.12634153371815,106627200
2018-06-11,45.14051055908203,45.31519144871372,44.8997385783756,45.168839428846205,73234000
2018-06-12,45.38835144042969,45.46624950148121,45.12160992245534,45.178264040098995,67644400
2018-06-13,45.015377044677734,45.52997526547218,44.95400446501303,45.421389130185375,86553600
2018-06-14,45.038997650146484,45.22075980980726,44.9020862209634,45.21603773241758,86440400
2018-06-15,44.57632827758789,44.88792053004648,44.43941685773997,44.85723243194056,246876800
2018-06-18,44.552734375,44.66603903499673,44.189210004753974,44.34972824148201,73939600
2018-06-19,43.832767486572266,43.98384155663083,43.30400644042231,43.70293736342273,134314000
2018-06-20,44.023963928222656,44.18920060596678,43.8422017817594,43.98855735509514,82514800
2018-06-21,43.778472900390625,44.46066720310662,43.65572410212739,44.201006976374714,102847600
2018-06-22,43.65100860595703,43.94135337461232,43.599076552780936,43.93427205844196,108801600
2018-06-25,43.00185012817383,43.65099701866678,42.66193263466796,43.292194819756226,126652400
2018-06-26,43.535343170166016,44.03105693694318,43.08920222082273,43.19542917219668,98276800
2018-06-27,43.47160339355469,44.208088991008594,43.44091529303086,43.72417870729085,101141200
2018-06-28,43.78791427612305,43.95551380777959,43.3866241379058,43.45744089215349,69460800
2018-06-29,43.69584655761719,44.186838079143044,43.17652977969784,43.97438785052433,90950800
